Id,¶È,PageRank,Betweenness Centrality,Eigenvector Centrality
33795,0,3.05E-06,0.0000 ,0.0002 
33796,0,3.05E-06,0.0000 ,0.0002 
33797,0,3.05E-06,0.0000 ,0.0002 
33798,0,3.05E-06,0.0000 ,0.0002 
33799,0,4.82E-06,0.0000 ,0.0005 
33800,0,5.21E-06,34.5938 ,0.0006 
33801,0,5.35E-06,0.0000 ,0.0001 
33802,0,4.97E-06,0.0000 ,0.0001 
33803,0,8.71E-06,109.9915 ,0.0003 
33804,0,3.25E-06,0.0000 ,0.0001 
33805,0,3.03E-06,0.0000 ,0.0002 
33806,0,3.03E-06,0.0000 ,0.0002 
33807,0,3.03E-06,0.0000 ,0.0002 
33808,0,3.03E-06,0.0000 ,0.0002 
33809,0,2.62E-05,376330.9873 ,0.0043 
33810,0,1.12E-05,30433.9774 ,0.0007 
33811,0,5.36E-06,53.9573 ,0.0006 
33812,0,1.76E-05,125546.5763 ,0.0021 
33813,0,5.64E-06,122.2398 ,0.0012 
33814,0,4.38E-06,249.1040 ,0.0014 
33815,0,1.70E-05,468831.1714 ,0.0035 
33816,0,1.13E-05,151806.5842 ,0.0007 
33817,0,2.96E-06,0.0000 ,0.0005 
33818,0,5.60E-06,1593.9164 ,0.0005 
33819,0,2.96E-06,0.0000 ,0.0005 
33820,0,4.95E-06,0.0000 ,0.0009 
33821,0,4.38E-06,249.1040 ,0.0014 
33822,0,2.96E-06,0.0000 ,0.0005 
33823,0,1.02E-05,83848.2977 ,0.0044 
33824,0,2.96E-06,0.0000 ,0.0005 
33825,0,3.98E-06,0.0000 ,0.0006 
33826,0,7.26E-06,75875.0000 ,0.0005 
33827,0,1.42E-05,4714.2310 ,0.0025 
33828,0,9.50E-06,4049.8128 ,0.0021 
33829,0,2.75E-06,0.0000 ,0.0004 
33830,0,3.86E-06,0.0000 ,0.0005 
33831,0,3.56E-06,0.0000 ,0.0036 
33832,0,6.93E-06,75875.0000 ,0.0005 
33833,0,2.75E-06,0.0000 ,0.0004 
33834,0,9.37E-06,303900.7489 ,0.0003 
33835,0,5.67E-06,0.0000 ,0.0004 
33836,0,3.01E-06,0.0000 ,0.0003 
33837,0,9.54E-06,1849.3759 ,0.0010 
33838,0,3.17E-05,205045.4442 ,0.0087 
33839,0,2.91E-06,0.0000 ,0.0003 
33840,0,2.91E-06,0.0000 ,0.0003 
33841,0,8.22E-06,39306.3899 ,0.0033 
33842,0,2.91E-06,0.0000 ,0.0003 
33843,0,2.91E-06,0.0000 ,0.0003 
33844,0,2.95E-06,0.0000 ,0.0001 
33845,0,7.46E-06,75910.6686 ,0.0003 
33846,0,3.15E-06,0.0000 ,0.0001 
33847,0,3.15E-06,0.0000 ,0.0001 
33848,0,3.15E-06,0.0000 ,0.0001 
33849,0,3.15E-06,0.0000 ,0.0001 
33850,0,3.15E-06,0.0000 ,0.0001 
33851,0,5.60E-06,127.3809 ,0.0059 
33852,0,4.78E-06,242.9924 ,0.0018 
33853,0,2.91E-06,0.0000 ,0.0002 
33854,0,2.91E-06,0.0000 ,0.0002 
33855,0,3.98E-06,76.4286 ,0.0003 
33856,0,4.89E-06,409.1493 ,0.0003 
33857,0,2.96E-06,0.0000 ,0.0002 
33858,0,2.96E-06,0.0000 ,0.0002 
33859,0,4.42E-06,414.5494 ,0.0015 
33860,0,4.20E-06,46.0039 ,0.0003 
33861,0,5.10E-06,201.0514 ,0.0019 
33862,0,7.52E-06,6771.6122 ,0.0007 
33863,0,2.96E-06,0.0000 ,0.0004 
33864,0,2.96E-06,0.0000 ,0.0004 
33865,0,2.96E-06,0.0000 ,0.0004 
33866,0,6.72E-06,378.2815 ,0.0009 
33867,0,7.27E-06,75875.0000 ,0.0004 
33868,0,2.96E-06,0.0000 ,0.0004 
33869,0,1.22E-05,9880.5477 ,0.0071 
33870,0,3.41E-06,0.0000 ,0.0001 
33871,0,3.41E-06,0.0000 ,0.0001 
33872,0,3.41E-06,0.0000 ,0.0001 
33873,0,3.41E-06,0.0000 ,0.0001 
33874,0,3.41E-06,0.0000 ,0.0001 
33875,0,3.41E-06,0.0000 ,0.0001 
33876,0,3.41E-06,0.0000 ,0.0001 
33877,0,9.92E-06,1500.6038 ,0.0044 
33878,0,8.05E-06,75875.0000 ,0.0042 
33879,0,6.09E-06,466.9778 ,0.0003 
33880,0,4.51E-06,0.0000 ,0.0003 
33881,0,7.44E-06,836.4184 ,0.0007 
33882,0,4.86E-06,0.0000 ,0.0003 
33883,0,3.28E-06,0.0000 ,0.0003 
33884,0,5.02E-06,0.0000 ,0.0003 
33885,0,6.16E-06,14.0622 ,0.0004 
33886,0,5.02E-06,0.0000 ,0.0003 
33887,0,3.28E-06,0.0000 ,0.0003 
33888,0,5.02E-06,0.0000 ,0.0003 
33889,0,8.42E-06,76087.3527 ,0.0004 
33890,0,7.76E-06,75875.0000 ,0.0003 
33891,0,3.28E-06,0.0000 ,0.0003 
33892,0,3.28E-06,0.0000 ,0.0003 
33893,0,5.90E-06,6356.3202 ,0.0003 
33894,0,4.55E-06,0.0000 ,0.0004 
33895,0,3.28E-06,0.0000 ,0.0003 
33896,0,7.96E-06,151748.0000 ,0.0003 
33897,0,3.28E-06,0.0000 ,0.0003 
33898,0,4.55E-06,0.0000 ,0.0004 
33899,0,3.09E-06,0.0000 ,0.0002 
33900,0,3.09E-06,0.0000 ,0.0002 
33901,0,9.44E-06,79245.7715 ,0.0004 
33902,0,5.02E-06,0.0000 ,0.0002 
33903,0,3.09E-06,0.0000 ,0.0002 
33904,0,9.46E-06,78292.7217 ,0.0003 
33905,0,6.83E-06,0.5000 ,0.0003 
33906,0,5.69E-06,3205.0035 ,0.0015 
33907,0,3.86E-06,0.0000 ,0.0021 
33908,0,1.54E-05,227693.7755 ,0.0009 
33909,0,7.29E-06,75875.0000 ,0.0004 
33910,0,2.98E-06,0.0000 ,0.0004 
33911,0,2.98E-06,0.0000 ,0.0004 
33912,0,7.05E-06,1234.8082 ,0.0005 
33913,0,2.98E-06,0.0000 ,0.0004 
33914,0,7.29E-06,75875.0000 ,0.0004 
33915,0,2.98E-06,0.0000 ,0.0004 
33916,0,4.20E-06,112.1773 ,0.0004 
33917,0,2.98E-06,0.0000 ,0.0004 
33918,0,1.21E-05,152186.0974 ,0.0005 
33919,0,1.76E-05,227622.0000 ,0.0005 
33920,0,3.10E-06,0.0000 ,0.0001 
33921,0,3.10E-06,0.0000 ,0.0001 
33922,0,3.10E-06,0.0000 ,0.0001 
33923,0,2.97E-06,0.0000 ,0.0001 
33924,0,6.74E-06,1035.8748 ,0.0012 
33925,0,8.90E-06,77327.6728 ,0.0008 
33926,0,4.36E-06,0.0000 ,0.0003 
33927,0,3.95E-06,23.2680 ,0.0004 
33928,0,6.18E-06,444.4678 ,0.0006 
33929,0,2.93E-06,0.0000 ,0.0003 
33930,0,2.93E-06,0.0000 ,0.0003 
33931,0,4.40E-06,0.0000 ,0.0002 
33932,0,3.24E-06,0.0000 ,0.0001 
33933,0,1.83E-05,303974.5123 ,0.0021 
33934,0,2.90E-06,0.0000 ,0.0003 
33935,0,2.81E-06,0.0000 ,0.0002 
33936,0,2.81E-06,0.0000 ,0.0002 
33937,0,1.09E-05,1109.5992 ,0.0011 
33938,0,4.76E-06,79.7171 ,0.0002 
33939,0,1.54E-05,25079.5244 ,0.0032 
33940,0,3.34E-06,0.0000 ,0.0001 
33941,0,7.81E-06,188.2754 ,0.0005 
33942,0,1.91E-05,153453.3585 ,0.0009 
33943,0,3.56E-06,0.0000 ,0.0001 
33944,0,3.27E-06,0.0000 ,0.0001 
33945,0,3.27E-06,0.0000 ,0.0001 
33946,0,4.86E-06,21.4994 ,0.0002 
33947,0,4.86E-06,21.4994 ,0.0002 
33948,0,4.76E-06,28.2671 ,0.0002 
33949,0,3.63E-06,0.0000 ,0.0001 
33950,0,3.24E-06,0.0000 ,0.0001 
33951,0,1.40E-05,153810.9594 ,0.0010 
33952,0,4.32E-06,80.3708 ,0.0002 
33953,0,5.78E-06,236.0991 ,0.0004 
33954,0,4.47E-06,138.8734 ,0.0002 
33955,0,3.21E-06,0.0000 ,0.0001 
33956,0,3.21E-06,0.0000 ,0.0001 
33957,0,3.21E-06,0.0000 ,0.0001 
33958,0,4.96E-06,65.3280 ,0.0002 
33959,0,1.04E-04,1920636.9452 ,0.0241 
33960,0,8.55E-06,1991.2373 ,0.0012 
33961,0,7.33E-06,114.2204 ,0.0007 
33962,0,6.39E-06,38023.9058 ,0.0004 
33963,0,3.83E-06,154.1324 ,0.0003 
33964,0,4.42E-06,140.4704 ,0.0003 
33965,0,8.74E-06,61019.6271 ,0.0003 
33966,0,5.44E-06,0.0000 ,0.0001 
33967,0,6.60E-06,518.8671 ,0.0009 
33968,0,3.70E-06,0.0000 ,0.0001 
33969,0,1.09E-05,1782.8162 ,0.0014 
33970,0,5.52E-06,276.1195 ,0.0006 
33971,0,3.10E-06,0.0000 ,0.0001 
33972,0,4.79E-06,0.0000 ,0.0002 
33973,0,1.59E-05,161597.0428 ,0.0014 
33974,0,7.90E-06,444.0379 ,0.0004 
33975,0,3.06E-06,0.0000 ,0.0002 
33976,0,3.06E-06,0.0000 ,0.0002 
33977,0,7.81E-06,75875.0000 ,0.0003 
33978,0,9.88E-06,68715.6531 ,0.0005 
33979,0,4.83E-06,68.7497 ,0.0002 
33980,0,3.52E-06,0.0000 ,0.0001 
33981,0,1.19E-05,151749.0000 ,0.0006 
33982,0,3.05E-06,0.0000 ,0.0001 
33983,0,3.28E-06,0.0000 ,0.0001 
33984,0,3.28E-06,0.0000 ,0.0001 
33985,0,3.94E-06,0.0000 ,0.0001 
33986,0,3.94E-06,0.0000 ,0.0001 
33987,0,1.90E-05,151315.9461 ,0.0037 
33988,0,6.20E-06,628.7210 ,0.0006 
33989,0,9.32E-06,479.7123 ,0.0007 
33990,0,1.23E-05,76461.8698 ,0.0014 
33991,0,2.92E-05,141866.5584 ,0.0016 
33992,0,6.81E-06,1251.7701 ,0.0007 
33993,0,4.29E-06,0.0000 ,0.0003 
33994,0,7.80E-06,151748.0000 ,0.0002 
33995,0,8.05E-06,493.3732 ,0.0006 
33996,0,4.29E-06,0.0000 ,0.0003 
33997,0,1.71E-05,2424.7216 ,0.0019 
33998,0,7.22E-06,48.1601 ,0.0006 
33999,0,2.98E-06,0.0000 ,0.0001 
34000,0,3.24E-06,0.0000 ,0.0001 
34001,0,3.24E-06,0.0000 ,0.0001 
34002,0,3.24E-06,0.0000 ,0.0001 
34003,0,3.24E-06,0.0000 ,0.0001 
34004,0,3.24E-06,0.0000 ,0.0001 
34005,0,8.22E-06,592.7913 ,0.0004 
34006,0,4.96E-06,0.0000 ,0.0001 
34007,0,1.36E-05,79436.1230 ,0.0031 
34008,0,3.07E-06,0.0000 ,0.0001 
34009,0,3.07E-06,0.0000 ,0.0001 
34010,0,8.42E-06,75989.7033 ,0.0013 
34011,0,3.66E-06,0.0000 ,0.0001 
34012,0,3.66E-06,0.0000 ,0.0001 
34013,0,3.66E-06,0.0000 ,0.0001 
34014,0,3.66E-06,0.0000 ,0.0001 
34015,0,3.66E-06,0.0000 ,0.0001 
34016,0,3.66E-06,0.0000 ,0.0001 
34017,0,3.66E-06,0.0000 ,0.0001 
34018,0,5.29E-06,101.0484 ,0.0005 
34019,0,1.37E-05,201.8568 ,0.0015 
34020,0,9.05E-06,155.8674 ,0.0009 
34021,0,3.09E-06,0.0000 ,0.0001 
34022,0,5.76E-06,1057.7761 ,0.0007 
34023,0,7.39E-06,75899.5307 ,0.0004 
34024,0,4.89E-06,0.0000 ,0.0002 
34025,0,8.81E-06,1.5000 ,0.0004 
34026,0,3.02E-06,0.0000 ,0.0002 
34027,0,4.89E-06,0.0000 ,0.0002 
34028,0,3.16E-06,0.0000 ,0.0001 
34029,0,1.71E-05,229103.2896 ,0.0009 
34030,0,5.70E-06,909.1029 ,0.0024 
34031,0,2.97E-06,0.0000 ,0.0003 
34032,0,7.29E-06,75875.0000 ,0.0003 
34033,0,2.97E-06,0.0000 ,0.0003 
34034,0,2.06E-05,114253.0338 ,0.0124 
34035,0,3.04E-06,0.0000 ,0.0002 
34036,0,4.53E-06,98.4678 ,0.0003 
34037,0,5.05E-06,0.0000 ,0.0003 
34038,0,9.45E-06,77738.1249 ,0.0005 
34039,0,3.04E-06,0.0000 ,0.0002 
34040,0,1.04E-05,77902.5607 ,0.0014 
34041,0,1.46E-05,84192.8296 ,0.0004 
34042,0,8.06E-06,75875.0000 ,0.0001 
34043,0,6.36E-06,4550.1130 ,0.0026 
34044,0,5.15E-06,300.4831 ,0.0002 
34045,0,1.32E-05,151749.0000 ,0.0002 
34046,0,1.02E-05,76626.3828 ,0.0012 
34047,0,8.08E-06,554.8730 ,0.0010 
34048,0,7.66E-06,75875.0000 ,0.0002 
34049,0,3.22E-06,0.0000 ,0.0001 
34050,0,3.52E-06,0.0000 ,0.0001 
34051,0,3.52E-06,0.0000 ,0.0001 
34052,0,4.95E-06,0.0000 ,0.0001 
34053,0,4.95E-06,0.0000 ,0.0001 
34054,0,4.18E-06,0.0000 ,0.0002 
34055,0,3.99E-06,0.0000 ,0.0001 
34056,0,1.65E-05,156309.0251 ,0.0008 
34057,0,3.35E-06,0.0000 ,0.0001 
34058,0,3.35E-06,0.0000 ,0.0001 
34059,0,5.35E-06,0.0000 ,0.0002 
34060,0,6.40E-06,0.0000 ,0.0006 
34061,0,3.23E-06,0.0000 ,0.0001 
34062,0,4.56E-06,0.0000 ,0.0002 
34063,0,3.29E-06,0.0000 ,0.0001 
34064,0,6.39E-06,832.0925 ,0.0012 
34065,0,9.86E-06,75878.4889 ,0.0009 
34066,0,2.90E-06,0.0000 ,0.0002 
34067,0,4.18E-06,0.0000 ,0.0003 
34068,0,4.23E-06,0.0000 ,0.0002 
34069,0,3.09E-06,0.0000 ,0.0001 
34070,0,4.70E-06,0.0000 ,0.0002 
34071,0,4.91E-06,0.0000 ,0.0002 
34072,0,6.04E-06,0.0000 ,0.0004 
34073,0,7.80E-06,75949.2995 ,0.0015 
34074,0,2.55E-05,379365.0000 ,0.0007 
34075,0,2.97E-06,0.0000 ,0.0003 
34076,0,2.97E-06,0.0000 ,0.0003 
34077,0,2.97E-06,0.0000 ,0.0003 
34078,0,2.97E-06,0.0000 ,0.0003 
34079,0,2.97E-06,0.0000 ,0.0003 
34080,0,2.97E-06,0.0000 ,0.0003 
34081,0,2.54E-05,394384.1778 ,0.0032 
34082,0,4.62E-06,2160.1721 ,0.0008 
34083,0,1.05E-05,12119.3581 ,0.0058 
34084,0,8.17E-06,77840.8608 ,0.0019 
34085,0,6.41E-06,9208.1878 ,0.0021 
34086,0,6.62E-06,8573.0411 ,0.0026 
34087,0,7.04E-05,1112684.6361 ,0.0073 
34088,0,5.50E-06,3922.3171 ,0.0041 
34089,0,9.77E-06,76186.2945 ,0.0067 
34090,0,4.78E-06,830.5433 ,0.0006 
34091,0,1.18E-05,91030.4500 ,0.0014 
34092,0,7.18E-06,4384.7803 ,0.0024 
34093,0,6.52E-06,2984.2494 ,0.0013 
34094,0,4.68E-06,1420.6422 ,0.0015 
34095,0,1.26E-05,151922.4980 ,0.0005 
34096,0,4.92E-06,412.8516 ,0.0005 
34097,0,8.66E-06,76894.4553 ,0.0005 
34098,0,6.98E-06,3039.5975 ,0.0006 
34099,0,5.48E-06,730.0227 ,0.0004 
34100,0,3.75E-06,0.0000 ,0.0003 
34101,0,5.57E-06,283.9541 ,0.0004 
34102,0,9.39E-06,76144.6360 ,0.0004 
34103,0,3.75E-06,0.0000 ,0.0003 
34104,0,3.75E-06,0.0000 ,0.0003 
34105,0,8.50E-06,75875.0000 ,0.0004 
34106,0,3.75E-06,0.0000 ,0.0003 
34107,0,3.75E-06,0.0000 ,0.0003 
34108,0,3.75E-06,0.0000 ,0.0003 
34109,0,3.75E-06,0.0000 ,0.0003 
34110,0,3.75E-06,0.0000 ,0.0003 
34111,0,3.75E-06,0.0000 ,0.0003 
34112,0,3.75E-06,0.0000 ,0.0003 
34113,0,1.06E-05,76761.7195 ,0.0004 
34114,0,3.75E-06,0.0000 ,0.0003 
34115,0,1.04E-05,76091.7355 ,0.0004 
34116,0,3.75E-06,0.0000 ,0.0003 
34117,0,3.75E-06,0.0000 ,0.0003 
34118,0,6.07E-06,386.4293 ,0.0004 
34119,0,3.75E-06,0.0000 ,0.0003 
34120,0,8.50E-06,75875.0000 ,0.0004 
34121,0,3.75E-06,0.0000 ,0.0003 
34122,0,1.62E-05,80237.6977 ,0.0007 
34123,0,3.75E-06,0.0000 ,0.0003 
34124,0,3.75E-06,0.0000 ,0.0003 
34125,0,5.21E-06,5772.6333 ,0.0016 
34126,0,3.75E-06,0.0000 ,0.0003 
34127,0,3.75E-06,0.0000 ,0.0003 
34128,0,4.54E-06,959.1870 ,0.0004 
34129,0,3.75E-06,0.0000 ,0.0003 
34130,0,3.75E-06,0.0000 ,0.0003 
34131,0,3.75E-06,0.0000 ,0.0003 
34132,0,3.75E-06,0.0000 ,0.0003 
34133,0,3.75E-06,0.0000 ,0.0003 
34134,0,4.45E-06,3315.8559 ,0.0022 
34135,0,5.07E-06,450.7283 ,0.0004 
34136,0,3.75E-06,0.0000 ,0.0003 
34137,0,3.75E-06,0.0000 ,0.0003 
34138,0,4.78E-06,278.0682 ,0.0004 
34139,0,7.13E-06,75874.9515 ,0.0034 
34140,0,3.75E-06,0.0000 ,0.0003 
34141,0,3.75E-06,0.0000 ,0.0003 
34142,0,3.75E-06,0.0000 ,0.0003 
34143,0,3.75E-06,0.0000 ,0.0003 
34144,0,3.75E-06,0.0000 ,0.0003 
34145,0,3.75E-06,0.0000 ,0.0003 
34146,0,3.75E-06,0.0000 ,0.0003 
34147,0,5.17E-06,2800.4078 ,0.0013 
34148,0,8.50E-06,75875.0000 ,0.0004 
34149,0,3.75E-06,0.0000 ,0.0003 
34150,0,3.75E-06,0.0000 ,0.0003 
34151,0,3.75E-06,0.0000 ,0.0003 
34152,0,3.75E-06,0.0000 ,0.0003 
34153,0,8.50E-06,75875.0000 ,0.0004 
34154,0,3.75E-06,0.0000 ,0.0003 
34155,0,5.38E-06,612.3422 ,0.0004 
34156,0,3.75E-06,0.0000 ,0.0003 
34157,0,3.75E-06,0.0000 ,0.0003 
34158,0,3.75E-06,0.0000 ,0.0003 
34159,0,8.50E-06,75875.0000 ,0.0004 
34160,0,3.75E-06,0.0000 ,0.0003 
34161,0,3.75E-06,0.0000 ,0.0003 
34162,0,3.75E-06,0.0000 ,0.0003 
34163,0,3.75E-06,0.0000 ,0.0003 
34164,0,7.00E-06,4316.0760 ,0.0021 
34165,0,3.75E-06,0.0000 ,0.0003 
34166,0,5.25E-06,658.1035 ,0.0004 
34167,0,4.58E-06,1348.0317 ,0.0028 
34168,0,3.75E-06,0.0000 ,0.0003 
34169,0,3.75E-06,0.0000 ,0.0003 
34170,0,3.75E-06,0.0000 ,0.0003 
34171,0,3.75E-06,0.0000 ,0.0003 
34172,0,3.75E-06,0.0000 ,0.0003 
34173,0,3.75E-06,0.0000 ,0.0003 
34174,0,3.75E-06,0.0000 ,0.0003 
34175,0,3.75E-06,0.0000 ,0.0003 
34176,0,3.75E-06,0.0000 ,0.0003 
34177,0,3.75E-06,0.0000 ,0.0003 
34178,0,7.08E-06,55783.3998 ,0.0004 
34179,0,3.75E-06,0.0000 ,0.0003 
34180,0,3.75E-06,0.0000 ,0.0003 
34181,0,3.75E-06,0.0000 ,0.0003 
34182,0,3.75E-06,0.0000 ,0.0003 
34183,0,3.75E-06,0.0000 ,0.0003 
34184,0,3.75E-06,0.0000 ,0.0003 
34185,0,6.68E-06,2308.0762 ,0.0005 
34186,0,4.33E-06,0.0000 ,0.0004 
34187,0,3.14E-06,0.0000 ,0.0002 
34188,0,3.14E-06,0.0000 ,0.0002 
34189,0,1.17E-05,83597.3890 ,0.0005 
34190,0,9.08E-06,286.2245 ,0.0005 
34191,0,3.14E-06,0.0000 ,0.0002 
34192,0,3.14E-06,0.0000 ,0.0002 
34193,0,9.54E-06,131.6165 ,0.0005 
34194,0,3.14E-06,0.0000 ,0.0002 
34195,0,2.05E-05,167548.2133 ,0.0008 
34196,0,3.98E-06,0.0000 ,0.0008 
34197,0,3.06E-06,0.0000 ,0.0002 
34198,0,5.40E-06,14.4025 ,0.0002 
34199,0,6.88E-06,81.4129 ,0.0005 
34200,0,3.15E-06,0.0000 ,0.0001 
34201,0,7.45E-06,0.0000 ,0.0003 
34202,0,7.45E-06,0.0000 ,0.0003 
34203,0,1.00E-05,75875.0000 ,0.0003 
34204,0,3.33E-06,0.0000 ,0.0001 
34205,0,8.36E-06,13758.5885 ,0.0015 
34206,0,3.33E-06,0.0000 ,0.0001 
34207,0,1.35E-05,151749.0000 ,0.0002 
34208,0,3.66E-06,0.0000 ,0.0001 
34209,0,6.52E-06,559.6315 ,0.0003 
34210,0,1.19E-05,455225.0000 ,0.0003 
34211,0,3.14E-06,0.0000 ,0.0001 
34212,0,3.14E-06,0.0000 ,0.0001 
34213,0,6.61E-06,2666.8810 ,0.0004 
34214,0,1.26E-05,151749.0000 ,0.0003 
34215,0,1.17E-05,78274.7722 ,0.0006 
34216,0,3.15E-06,0.0000 ,0.0002 
34217,0,7.56E-06,75875.0000 ,0.0002 
34218,0,3.15E-06,0.0000 ,0.0002 
34219,0,4.36E-06,60.3181 ,0.0002 
34220,0,7.56E-06,75875.0000 ,0.0002 
34221,0,1.46E-05,2198.9017 ,0.0031 
34222,0,2.92E-06,0.0000 ,0.0001 
34223,0,2.92E-06,0.0000 ,0.0001 
34224,0,6.63E-06,1294.4198 ,0.0008 
34225,0,9.68E-06,976.3773 ,0.0006 
34226,0,5.64E-06,0.0000 ,0.0003 
34227,0,6.52E-06,0.0000 ,0.0005 
34228,0,4.23E-06,0.0000 ,0.0003 
34229,0,3.07E-06,0.0000 ,0.0002 
34230,0,3.07E-06,0.0000 ,0.0002 
34231,0,3.07E-06,0.0000 ,0.0002 
34232,0,3.07E-06,0.0000 ,0.0002 
34233,0,7.23E-06,75875.0000 ,0.0008 
34234,0,4.45E-06,330.0135 ,0.0003 
34235,0,3.36E-06,0.0000 ,0.0001 
34236,0,3.36E-06,0.0000 ,0.0001 
34237,0,3.36E-06,0.0000 ,0.0001 
34238,0,3.36E-06,0.0000 ,0.0001 
34239,0,3.36E-06,0.0000 ,0.0001 
34240,0,3.36E-06,0.0000 ,0.0001 
34241,0,3.36E-06,0.0000 ,0.0001 
34242,0,3.36E-06,0.0000 ,0.0001 
34243,0,3.36E-06,0.0000 ,0.0001 
34244,0,6.68E-06,0.0000 ,0.0001 
34245,0,3.84E-06,0.0000 ,0.0001 
34246,0,1.58E-05,7744.7411 ,0.0026 
34247,0,2.85E-05,364155.4006 ,0.0114 
34248,0,5.74E-06,3272.1740 ,0.0029 
34249,0,8.95E-06,76909.5925 ,0.0018 
34250,0,2.14E-05,241980.6042 ,0.0068 
34251,0,6.24E-06,2396.7232 ,0.0015 
34252,0,6.39E-06,65.5991 ,0.0006 
34253,0,8.66E-06,7093.9279 ,0.0035 
34254,0,4.49E-06,0.0000 ,0.0005 
34255,0,7.25E-06,5293.0989 ,0.0005 
34256,0,9.24E-06,75875.0000 ,0.0006 
34257,0,6.64E-06,761.3151 ,0.0015 
34258,0,1.67E-05,159947.8631 ,0.0046 
34259,0,7.80E-06,75875.0000 ,0.0002 
34260,0,3.30E-06,0.0000 ,0.0001 
34261,0,3.30E-06,0.0000 ,0.0001 
34262,0,3.30E-06,0.0000 ,0.0001 
34263,0,3.30E-06,0.0000 ,0.0001 
34264,0,3.30E-06,0.0000 ,0.0001 
34265,0,3.30E-06,0.0000 ,0.0001 
34266,0,3.30E-06,0.0000 ,0.0001 
34267,0,3.30E-06,0.0000 ,0.0001 
34268,0,4.05E-06,60.1913 ,0.0007 
34269,0,1.95E-05,228266.0355 ,0.0007 
34270,0,3.26E-06,0.0000 ,0.0001 
34271,0,3.26E-06,0.0000 ,0.0001 
34272,0,3.26E-06,0.0000 ,0.0001 
34273,0,3.19E-06,0.0000 ,0.0001 
34274,0,7.53E-06,75965.5478 ,0.0011 
34275,0,3.09E-06,0.0000 ,0.0001 
34276,0,3.94E-06,0.0000 ,0.0001 
34277,0,5.07E-06,224.8556 ,0.0007 
34278,0,3.01E-06,0.0000 ,0.0001 
34279,0,3.01E-06,0.0000 ,0.0001 
34280,0,2.59E-05,170650.4610 ,0.0019 
34281,0,6.61E-06,18.9183 ,0.0006 
34282,0,7.81E-06,75875.0000 ,0.0002 
34283,0,3.15E-06,0.0000 ,0.0001 
34284,0,9.97E-06,6174.0351 ,0.0024 
34285,0,1.76E-05,125626.2947 ,0.0037 
34286,0,1.33E-05,153450.2686 ,0.0016 
34287,0,4.31E-06,204.2834 ,0.0003 
34288,0,1.22E-05,152074.5428 ,0.0006 
34289,0,6.64E-06,659.5615 ,0.0007 
34290,0,7.57E-06,11265.6480 ,0.0004 
34291,0,7.19E-06,741.6536 ,0.0010 
34292,0,4.77E-06,40.1489 ,0.0002 
34293,0,3.39E-06,0.0000 ,0.0002 
34294,0,3.39E-06,0.0000 ,0.0002 
34295,0,3.39E-06,0.0000 ,0.0002 
34296,0,4.76E-06,0.0000 ,0.0002 
34297,0,3.39E-06,0.0000 ,0.0002 
34298,0,3.39E-06,0.0000 ,0.0002 
34299,0,3.39E-06,0.0000 ,0.0002 
34300,0,3.39E-06,0.0000 ,0.0002 
34301,0,8.48E-06,4732.2347 ,0.0003 
34302,0,3.39E-06,0.0000 ,0.0002 
34303,0,3.39E-06,0.0000 ,0.0002 
34304,0,3.39E-06,0.0000 ,0.0002 
34305,0,3.39E-06,0.0000 ,0.0002 
34306,0,3.39E-06,0.0000 ,0.0002 
34307,0,3.39E-06,0.0000 ,0.0002 
34308,0,6.83E-06,8794.4171 ,0.0022 
34309,0,4.30E-06,563.3732 ,0.0007 
34310,0,4.05E-06,331.5497 ,0.0010 
34311,0,8.14E-06,152635.9303 ,0.0014 
34312,0,1.15E-05,595.3963 ,0.0014 
34313,0,8.89E-06,644.4204 ,0.0009 
34314,0,4.27E-06,0.0000 ,0.0003 
34315,0,7.07E-06,364.6939 ,0.0006 
34316,0,1.31E-05,152067.7711 ,0.0005 
34317,0,1.63E-05,29556.7375 ,0.0006 
34318,0,4.74E-06,192.3773 ,0.0004 
34319,0,3.27E-06,0.0000 ,0.0002 
34320,0,3.27E-06,0.0000 ,0.0002 
34321,0,3.27E-06,0.0000 ,0.0002 
34322,0,3.27E-06,0.0000 ,0.0002 
34323,0,3.27E-06,0.0000 ,0.0002 
34324,0,3.27E-06,0.0000 ,0.0002 
34325,0,3.27E-06,0.0000 ,0.0002 
34326,0,3.27E-06,0.0000 ,0.0002 
34327,0,4.97E-06,1448.5181 ,0.0002 
34328,0,3.27E-06,0.0000 ,0.0002 
34329,0,3.27E-06,0.0000 ,0.0002 
34330,0,3.23E-06,0.0000 ,0.0001 
34331,0,3.23E-06,0.0000 ,0.0001 
34332,0,5.74E-06,0.7987 ,0.0006 
34333,0,1.91E-05,165727.4432 ,0.0026 
34334,0,3.39E-06,0.0000 ,0.0001 
34335,0,3.34E-06,0.0000 ,0.0001 
34336,0,4.43E-06,0.0000 ,0.0001 
34337,0,5.59E-06,23.0102 ,0.0003 
34338,0,7.52E-06,75875.0000 ,0.0001 
34339,0,9.36E-06,76020.2682 ,0.0003 
34340,0,4.24E-06,0.0000 ,0.0001 
34341,0,4.24E-06,0.0000 ,0.0001 
34342,0,4.24E-06,0.0000 ,0.0001 
34343,0,4.24E-06,0.0000 ,0.0001 
34344,0,4.13E-06,340.9128 ,0.0008 
34345,0,4.18E-05,626879.8092 ,0.0077 
34346,0,3.44E-06,0.0000 ,0.0001 
