Id,¶È,Eigenvector Centrality,PageRank,Betweenness Centrality
2806,50,0.02191 ,2.77E-04,99.21 
2896,50,0.02431 ,2.51E-04,42.60 
3021,50,0.02430 ,2.76E-04,12.86 
3047,50,0.02643 ,2.37E-04,10.44 
3052,50,0.02209 ,2.65E-04,76.51 
3327,50,0.01417 ,3.95E-04,291.41 
1935,50,0.02220 ,2.61E-04,22.17 
2022,50,0.02316 ,2.59E-04,22.91 
2367,50,0.05368 ,2.11E-04,57.23 
2387,50,0.12542 ,1.55E-04,64.58 
3824,50,0.01185 ,4.48E-04,68.13 
98,49,0.01079 ,5.04E-04,55.04 
1068,49,0.07242 ,1.79E-04,59.03 
1122,49,0.02401 ,3.05E-04,134.75 
1195,49,0.07611 ,1.77E-04,23.24 
1327,49,0.04796 ,2.57E-04,1489.51 
1482,49,0.01817 ,3.35E-04,75.26 
1549,49,0.01886 ,3.44E-04,1958.02 
1720,49,0.02617 ,2.53E-04,196.17 
1723,49,0.08572 ,1.67E-04,10.94 
1734,49,0.08329 ,1.75E-04,22.19 
1841,49,0.02593 ,2.42E-04,18.42 
1863,49,0.05315 ,2.27E-04,1423.71 
1991,49,0.02228 ,2.58E-04,459.78 
2447,49,0.02348 ,2.54E-04,392.87 
2137,49,0.09024 ,1.63E-04,271.49 
2609,49,0.07737 ,1.67E-04,1.52 
2720,49,0.02095 ,2.97E-04,75.19 
2787,49,0.01879 ,3.26E-04,167.27 
3102,49,0.02455 ,2.70E-04,8.15 
3137,49,0.01870 ,2.94E-04,102.11 
3364,49,0.02374 ,2.42E-04,22.49 
3384,49,0.02325 ,2.42E-04,21.87 
3435,49,0.02266 ,2.45E-04,27.22 
2202,49,0.02205 ,2.55E-04,22.13 
2258,49,0.17852 ,1.21E-04,4.73 
2390,49,0.05430 ,1.79E-04,10.09 
2473,49,0.05638 ,1.99E-04,50.94 
2652,49,0.05347 ,1.78E-04,3.68 
3584,49,0.00863 ,5.55E-04,194.82 
3734,49,0.01196 ,4.52E-04,63.39 
3793,49,0.00884 ,5.38E-04,161.55 
3800,49,0.01184 ,4.43E-04,73.32 
3804,49,0.01131 ,4.45E-04,55.90 
188,48,0.01016 ,5.15E-04,84.73 
389,48,0.01611 ,3.92E-04,14804.87 
1041,48,0.01703 ,3.40E-04,137.17 
1293,48,0.08691 ,1.62E-04,7.70 
1303,48,0.02547 ,2.51E-04,71.19 
1496,48,0.01833 ,3.27E-04,122.36 
1569,48,0.02121 ,3.00E-04,184.60 
1732,48,0.02426 ,2.51E-04,45.85 
2647,48,0.02197 ,2.53E-04,451.44 
556,48,0.01516 ,3.45E-04,728.54 
3168,48,0.01444 ,3.61E-04,416.81 
3265,48,0.02269 ,2.82E-04,931.88 
2929,48,0.02274 ,2.42E-04,27.40 
2950,48,0.01929 ,3.06E-04,140.71 
3287,48,0.01758 ,3.07E-04,104.55 
3288,48,0.02134 ,2.88E-04,87.61 
2003,48,0.05127 ,1.83E-04,633.52 
2330,48,0.06378 ,1.68E-04,154.88 
2061,48,0.02167 ,2.56E-04,22.05 
2075,48,0.05285 ,1.76E-04,22.60 
2159,48,0.02200 ,2.53E-04,18.32 
2518,48,0.07313 ,1.73E-04,58.52 
2648,48,0.02194 ,2.55E-04,22.72 
3506,48,0.00850 ,5.32E-04,151.56 
199,47,0.00996 ,5.01E-04,77.03 
285,47,0.01100 ,5.14E-04,4067.09 
981,47,0.02557 ,2.31E-04,9.13 
1113,47,0.02081 ,2.94E-04,64.16 
1217,47,0.02690 ,2.86E-04,1980.20 
1229,47,0.02443 ,2.37E-04,66.11 
1259,47,0.01726 ,3.39E-04,123.15 
1485,47,0.06818 ,1.75E-04,1104.10 
1770,47,0.01764 ,3.30E-04,143.40 
397,47,0.01215 ,3.83E-04,1010.39 
444,47,0.01576 ,3.25E-04,440.11 
724,47,0.00868 ,4.78E-04,96.53 
3258,47,0.01894 ,3.00E-04,1123.88 
2765,47,0.02258 ,2.66E-04,17.47 
2874,47,0.02102 ,2.40E-04,31.75 
3204,47,0.02116 ,2.84E-04,82.17 
1914,47,0.02102 ,2.48E-04,12.50 
3448,47,0.01155 ,4.30E-04,71.02 
3488,47,0.01102 ,4.24E-04,42.62 
3593,47,0.00867 ,5.10E-04,135.93 
3672,47,0.01027 ,4.71E-04,172.15 
3930,47,0.01015 ,4.69E-04,166.56 
3966,47,0.01092 ,4.31E-04,80.15 
3971,47,0.01091 ,4.46E-04,86.91 
170,46,0.00992 ,5.11E-04,98.43 
596,46,0.02139 ,3.63E-04,15615.35 
902,46,0.02568 ,2.26E-04,5.28 
959,46,0.06186 ,1.67E-04,18.97 
1051,46,0.02067 ,3.03E-04,83.08 
1389,46,0.07525 ,1.62E-04,7.02 
1460,46,0.05851 ,1.83E-04,217.10 
1832,46,0.06726 ,1.63E-04,12.96 
1859,46,0.02545 ,2.29E-04,49.61 
2459,46,0.02433 ,2.37E-04,494.29 
2583,46,0.02246 ,2.41E-04,363.09 
527,46,0.01769 ,3.03E-04,653.62 
545,46,0.01547 ,3.15E-04,535.00 
591,46,0.01768 ,3.12E-04,904.80 
3295,46,0.01296 ,3.52E-04,225.27 
2758,46,0.01372 ,3.42E-04,152.37 
3072,46,0.01382 ,3.79E-04,253.09 
3114,46,0.01855 ,2.65E-04,75.15 
3365,46,0.01293 ,3.57E-04,179.30 
2222,46,0.04243 ,1.91E-04,55.31 
2322,46,0.02910 ,2.88E-04,150.28 
2449,46,0.11607 ,1.40E-04,44.72 
2479,46,0.05043 ,1.70E-04,3.76 
3968,46,0.01061 ,4.39E-04,77.98 
272,45,0.00909 ,5.05E-04,154.80 
924,45,0.01712 ,3.14E-04,108.56 
1155,45,0.02701 ,2.71E-04,310.17 
1179,45,0.02267 ,2.82E-04,468.98 
1180,45,0.07531 ,1.60E-04,16.40 
1702,45,0.03785 ,2.61E-04,3392.21 
2009,45,0.02418 ,2.32E-04,326.70 
688,45,0.00820 ,4.62E-04,112.01 
827,45,0.00838 ,4.50E-04,72.85 
3412,45,0.01294 ,3.35E-04,217.08 
2681,45,0.02186 ,2.25E-04,21.18 
2756,45,0.02092 ,2.32E-04,23.94 
2881,45,0.01529 ,3.05E-04,185.86 
3298,45,0.01783 ,2.81E-04,81.74 
2361,45,0.01952 ,3.63E-04,121.45 
2576,45,0.13922 ,1.26E-04,21.90 
3442,45,0.00754 ,5.59E-04,173.11 
3449,45,0.01115 ,4.22E-04,54.40 
3790,45,0.01044 ,4.11E-04,52.41 
40,44,0.00918 ,4.98E-04,112.45 
186,44,0.00964 ,4.70E-04,65.77 
913,44,0.02984 ,2.56E-04,209.80 
1279,44,0.02388 ,2.19E-04,8.45 
1315,44,0.02369 ,2.21E-04,10.61 
1398,44,0.06564 ,1.62E-04,18.63 
1565,44,0.02096 ,2.77E-04,54.71 
1812,44,0.02492 ,2.27E-04,29.23 
2027,44,0.02176 ,2.32E-04,316.42 
853,44,0.00835 ,4.38E-04,49.64 
3586,44,0.01044 ,4.40E-04,106.85 
2239,44,0.06543 ,1.60E-04,264.52 
2712,44,0.02059 ,2.59E-04,39.11 
2785,44,0.01632 ,2.93E-04,126.67 
2835,44,0.02282 ,2.19E-04,17.89 
2955,44,0.01301 ,3.28E-04,116.27 
2970,44,0.02179 ,2.46E-04,6.34 
3118,44,0.01536 ,2.96E-04,115.75 
3272,44,0.01815 ,2.89E-04,93.41 
3758,44,0.00808 ,4.96E-04,142.01 
3906,44,0.00815 ,4.79E-04,115.88 
142,43,0.00951 ,4.54E-04,42.12 
280,43,0.00925 ,4.87E-04,83.85 
332,43,0.00924 ,4.79E-04,97.34 
1108,43,0.02347 ,2.27E-04,14.36 
1215,43,0.02207 ,2.38E-04,85.04 
1236,43,0.01583 ,3.17E-04,83.25 
1309,43,0.02354 ,2.24E-04,32.20 
1545,43,0.01902 ,3.12E-04,1671.95 
1572,43,0.06246 ,1.55E-04,7.06 
1687,43,0.01417 ,3.86E-04,7388.92 
2502,43,0.05197 ,1.69E-04,476.05 
360,43,0.01341 ,3.09E-04,1756.95 
439,43,0.01444 ,2.99E-04,1227.41 
463,43,0.01285 ,3.28E-04,1388.22 
504,43,0.00971 ,3.74E-04,1537.97 
523,43,0.01440 ,3.06E-04,350.91 
703,43,0.00748 ,4.49E-04,18582.72 
834,43,0.00844 ,4.20E-04,31.63 
3797,43,0.01036 ,4.18E-04,3975.88 
3005,43,0.01574 ,3.04E-04,327.79 
3034,43,0.01564 ,2.98E-04,279.69 
3014,43,0.02095 ,2.18E-04,19.68 
3369,43,0.01174 ,3.30E-04,125.57 
1960,43,0.01652 ,3.53E-04,85.41 
2092,43,0.10122 ,1.42E-04,45.40 
2110,43,0.04891 ,1.64E-04,12.87 
2145,43,0.02942 ,2.47E-04,133.13 
3680,43,0.00795 ,4.95E-04,185.16 
3926,43,0.01039 ,3.96E-04,53.80 
984,42,0.02365 ,2.22E-04,20.11 
1258,42,0.02001 ,2.75E-04,83.23 
1332,42,0.01931 ,2.71E-04,129.71 
1349,42,0.01974 ,2.72E-04,132.66 
1365,42,0.07156 ,1.47E-04,7.49 
1374,42,0.02188 ,2.64E-04,540.88 
1529,42,0.01864 ,2.89E-04,291.04 
1699,42,0.01870 ,2.73E-04,150.56 
1706,42,0.02300 ,2.31E-04,60.51 
1831,42,0.01433 ,3.32E-04,228.81 
1851,42,0.05227 ,1.81E-04,89.18 
2225,42,0.02072 ,2.26E-04,477.58 
452,42,0.01306 ,3.07E-04,910.85 
3011,42,0.01342 ,3.06E-04,325.99 
2871,42,0.01387 ,2.93E-04,95.64 
2958,42,0.01400 ,2.88E-04,155.25 
3257,42,0.01907 ,2.26E-04,33.82 
2057,42,0.05885 ,1.56E-04,23.67 
3576,42,0.00996 ,3.92E-04,53.34 
3640,42,0.00974 ,3.86E-04,38.68 
3902,42,0.00989 ,3.95E-04,70.29 
172,41,0.00830 ,4.44E-04,68.28 
988,41,0.02383 ,2.06E-04,8.26 
1281,41,0.02217 ,2.19E-04,32.80 
1318,41,0.02093 ,2.57E-04,40.27 
1382,41,0.02240 ,2.17E-04,10.16 
1524,41,0.06939 ,1.46E-04,8.56 
1582,41,0.02170 ,2.19E-04,19.63 
1873,41,0.02414 ,2.06E-04,5.90 
1909,41,0.03822 ,2.58E-04,1607.54 
592,41,0.00582 ,4.39E-04,101.59 
695,41,0.00751 ,4.11E-04,48.08 
2976,41,0.01658 ,2.59E-04,266.03 
3097,41,0.01487 ,2.90E-04,295.44 
2770,41,0.02088 ,2.33E-04,4.51 
2914,41,0.01614 ,2.76E-04,106.43 
3177,41,0.01269 ,3.02E-04,118.02 
3207,41,0.01256 ,3.06E-04,58.64 
3238,41,0.02024 ,2.09E-04,13.95 
3296,41,0.01819 ,2.57E-04,97.34 
2155,41,0.03910 ,1.78E-04,775.36 
2147,41,0.11147 ,1.33E-04,32.19 
2192,41,0.01972 ,2.20E-04,12.68 
2221,41,0.03832 ,1.67E-04,39.75 
2415,41,0.04296 ,1.59E-04,9.16 
2627,41,0.02047 ,2.17E-04,10.16 
2633,41,0.01923 ,2.21E-04,8.61 
3514,41,0.01000 ,3.75E-04,37.73 
3842,41,0.00956 ,4.00E-04,69.84 
3924,41,0.00790 ,4.40E-04,47.34 
113,40,0.00906 ,4.25E-04,42.62 
968,40,0.02829 ,2.43E-04,280.08 
1210,40,0.01802 ,2.65E-04,666.54 
1245,40,0.02349 ,2.12E-04,51.66 
1324,40,0.02222 ,2.18E-04,51.96 
1673,40,0.02004 ,2.57E-04,77.02 
1766,40,0.01811 ,2.56E-04,26.80 
1774,40,0.05156 ,1.74E-04,56.84 
1843,40,0.06252 ,1.54E-04,78.68 
1903,40,0.02227 ,2.06E-04,15.92 
496,40,0.01523 ,2.87E-04,330.19 
531,40,0.00852 ,3.45E-04,1894.89 
537,40,0.01497 ,2.67E-04,504.79 
784,40,0.00722 ,4.19E-04,62.67 
2887,40,0.01799 ,2.14E-04,28.21 
2921,40,0.01396 ,2.82E-04,113.54 
2924,40,0.01858 ,2.09E-04,28.67 
2932,40,0.01239 ,2.91E-04,70.25 
3191,40,0.01536 ,2.71E-04,88.38 
3196,40,0.01171 ,3.06E-04,102.79 
3301,40,0.02012 ,2.09E-04,28.07 
3422,40,0.01696 ,2.51E-04,53.02 
1921,40,0.02138 ,2.12E-04,30.88 
2011,40,0.01949 ,2.14E-04,10.83 
2242,40,0.03979 ,1.95E-04,88.85 
2585,40,0.01942 ,2.15E-04,8.01 
3731,40,0.00920 ,3.72E-04,41.83 
213,39,0.00847 ,4.47E-04,3815.59 
323,39,0.00851 ,4.32E-04,63.60 
325,39,0.00886 ,4.14E-04,33.88 
1001,39,0.02370 ,2.39E-04,180.41 
1190,39,0.02287 ,1.99E-04,19.35 
1532,39,0.06347 ,1.42E-04,6.58 
1595,39,0.02534 ,2.05E-04,39.47 
1911,39,0.02956 ,2.37E-04,1502.39 
1976,39,0.02189 ,2.12E-04,385.98 
2157,39,0.02056 ,2.09E-04,211.15 
2494,39,0.01899 ,2.15E-04,341.31 
355,39,0.00983 ,3.09E-04,66.28 
392,39,0.01484 ,2.61E-04,654.17 
630,39,0.00635 ,4.08E-04,445.36 
579,39,0.00557 ,4.16E-04,101.12 
815,39,0.00754 ,3.93E-04,57.07 
856,39,0.00603 ,5.27E-04,4076.93 
3962,39,0.01017 ,3.70E-04,4380.10 
3079,39,0.01588 ,2.46E-04,170.55 
2865,39,0.01022 ,3.19E-04,125.59 
2996,39,0.01418 ,2.74E-04,113.43 
3219,39,0.01248 ,2.82E-04,73.56 
3316,39,0.01882 ,2.29E-04,22.55 
1931,39,0.01982 ,2.10E-04,11.78 
1942,39,0.09722 ,1.27E-04,23.93 
1957,39,0.01862 ,2.14E-04,10.17 
2488,39,0.01556 ,3.27E-04,58.52 
3605,39,0.00962 ,3.67E-04,48.85 
3737,39,0.00946 ,3.69E-04,62.15 
169,38,0.00919 ,4.18E-04,3278.22 
261,38,0.00776 ,4.16E-04,57.07 
898,38,0.01969 ,2.07E-04,9.13 
948,38,0.01710 ,2.45E-04,44.25 
1109,38,0.01528 ,2.72E-04,1676.08 
1114,38,0.02050 ,2.53E-04,696.78 
1189,38,0.01544 ,2.72E-04,162.96 
1260,38,0.01608 ,2.63E-04,21.60 
1304,38,0.01403 ,2.99E-04,79.17 
1429,38,0.02124 ,2.23E-04,124.30 
1548,38,0.01318 ,3.05E-04,76.40 
1550,38,0.02180 ,1.95E-04,6.41 
1634,38,0.01512 ,2.76E-04,45.69 
1682,38,0.02215 ,1.95E-04,67.80 
1733,38,0.01335 ,2.98E-04,14.44 
1778,38,0.01901 ,2.54E-04,574.76 
1787,38,0.01378 ,2.96E-04,85.29 
1790,38,0.02057 ,2.23E-04,228.82 
1837,38,0.01295 ,3.01E-04,53.64 
1846,38,0.04236 ,1.73E-04,1128.56 
2636,38,0.01934 ,2.06E-04,294.64 
2660,38,0.02033 ,2.04E-04,305.67 
388,38,0.01399 ,2.62E-04,973.46 
430,38,0.01445 ,2.62E-04,294.19 
555,38,0.00993 ,3.00E-04,109.60 
728,38,0.00662 ,3.95E-04,69.28 
752,38,0.00770 ,3.76E-04,20.49 
820,38,0.00700 ,3.90E-04,64.73 
3674,38,0.00938 ,3.92E-04,6473.83 
3692,38,0.00971 ,3.58E-04,2916.22 
2675,38,0.01310 ,2.72E-04,63.49 
2728,38,0.01122 ,2.89E-04,64.79 
2823,38,0.01618 ,2.33E-04,18.01 
3036,38,0.01662 ,2.24E-04,48.72 
3166,38,0.01748 ,2.06E-04,22.55 
3395,38,0.01230 ,2.72E-04,81.65 
2097,38,0.01828 ,2.08E-04,5.94 
2129,38,0.01452 ,3.32E-04,79.63 
2297,38,0.01868 ,2.09E-04,15.09 
3455,38,0.00672 ,4.52E-04,72.79 
3558,38,0.00732 ,4.18E-04,75.18 
3702,38,0.00938 ,3.51E-04,35.50 
3705,38,0.00715 ,4.38E-04,205.95 
3873,38,0.00930 ,3.58E-04,40.84 
109,37,0.00841 ,4.04E-04,47.17 
236,37,0.00773 ,4.13E-04,65.34 
313,37,0.00789 ,4.12E-04,64.05 
936,37,0.01915 ,2.37E-04,28.87 
944,37,0.01564 ,2.61E-04,35.60 
1037,37,0.01578 ,2.60E-04,80.37 
1343,37,0.01855 ,2.58E-04,330.88 
1348,37,0.01446 ,2.67E-04,55.90 
1355,37,0.01545 ,2.59E-04,21.45 
1360,37,0.01249 ,3.37E-04,2252.79 
1371,37,0.01523 ,2.85E-04,155.98 
1392,37,0.02253 ,1.91E-04,53.07 
1407,37,0.05036 ,1.49E-04,43.17 
1507,37,0.01515 ,2.68E-04,68.03 
1553,37,0.03063 ,2.36E-04,6153.37 
1626,37,0.02962 ,2.16E-04,1048.63 
1740,37,0.01900 ,2.35E-04,421.34 
1744,37,0.01841 ,2.40E-04,98.73 
1895,37,0.01289 ,2.91E-04,24.92 
455,37,0.00861 ,3.22E-04,1203.73 
479,37,0.01270 ,2.55E-04,420.82 
557,37,0.01100 ,2.80E-04,167.30 
774,37,0.00710 ,3.95E-04,8048.28 
800,37,0.00722 ,4.01E-04,8705.03 
819,37,0.00709 ,3.95E-04,8234.37 
842,37,0.00699 ,3.78E-04,36.46 
3020,37,0.01011 ,3.38E-04,966.14 
2662,37,0.01407 ,2.55E-04,77.97 
2672,37,0.01530 ,2.31E-04,30.99 
2718,37,0.01216 ,2.76E-04,102.35 
3046,37,0.01426 ,2.46E-04,73.49 
3086,37,0.01128 ,2.85E-04,55.15 
3399,37,0.01948 ,1.87E-04,9.93 
2049,37,0.01590 ,3.08E-04,69.66 
2107,37,0.01746 ,3.09E-04,111.54 
2236,37,0.01507 ,3.13E-04,72.72 
2318,37,0.02722 ,1.97E-04,45.80 
2416,37,0.02803 ,1.89E-04,26.56 
2639,37,0.01863 ,2.00E-04,8.89 
3625,37,0.00894 ,3.69E-04,53.10 
3629,37,0.00663 ,4.38E-04,58.63 
3829,37,0.00661 ,4.34E-04,110.17 
3860,37,0.00947 ,3.38E-04,19.09 
118,36,0.00774 ,4.01E-04,46.41 
291,36,0.00743 ,4.11E-04,75.23 
1010,36,0.01437 ,2.71E-04,135.61 
1015,36,0.02098 ,1.87E-04,7.00 
1097,36,0.01253 ,2.87E-04,10.50 
1115,36,0.02075 ,1.86E-04,4.40 
1170,36,0.01736 ,2.25E-04,115.97 
1216,36,0.01302 ,2.83E-04,10.79 
1278,36,0.05128 ,1.44E-04,37.72 
1337,36,0.01906 ,2.72E-04,156.28 
1446,36,0.01765 ,2.32E-04,538.64 
1517,36,0.05708 ,1.36E-04,4.94 
1578,36,0.02075 ,1.88E-04,24.76 
1666,36,0.01717 ,3.14E-04,50328.70 
1677,36,0.01865 ,2.30E-04,51.75 
1767,36,0.01863 ,2.36E-04,111.89 
1848,36,0.02068 ,1.95E-04,7.68 
1897,36,0.02098 ,2.25E-04,248.08 
2529,36,0.04077 ,1.56E-04,858.19 
387,36,0.01287 ,2.77E-04,1696.72 
394,36,0.01273 ,2.52E-04,140.37 
726,36,0.00712 ,3.62E-04,26.65 
773,36,0.00705 ,3.62E-04,31.11 
3525,36,0.00827 ,3.65E-04,5982.22 
3331,36,0.01074 ,2.79E-04,337.84 
2854,36,0.01503 ,2.13E-04,49.94 
3213,36,0.01680 ,2.02E-04,28.70 
3228,36,0.01860 ,1.88E-04,13.88 
3303,36,0.01479 ,2.29E-04,67.23 
1975,36,0.01645 ,2.98E-04,84.90 
1987,36,0.04770 ,1.43E-04,18.05 
2209,36,0.03049 ,1.79E-04,16.84 
2231,36,0.01726 ,2.96E-04,63.14 
2317,36,0.01594 ,3.14E-04,78.51 
2346,36,0.01768 ,1.99E-04,10.82 
2366,36,0.03010 ,1.95E-04,39.51 
2371,36,0.01651 ,2.98E-04,49.36 
2379,36,0.03946 ,1.62E-04,28.40 
2406,36,0.02572 ,2.10E-04,43.16 
2425,36,0.02879 ,1.90E-04,55.91 
2476,36,0.10045 ,1.17E-04,17.98 
2658,36,0.01808 ,1.97E-04,7.47 
3528,36,0.00869 ,3.33E-04,19.33 
915,35,0.01657 ,2.28E-04,800.86 
989,35,0.02054 ,1.83E-04,12.24 
1118,35,0.01239 ,2.78E-04,7.20 
1226,35,0.01536 ,2.47E-04,1577.53 
1246,35,0.01562 ,2.35E-04,108.52 
1514,35,0.01847 ,2.25E-04,55.88 
1533,35,0.01287 ,2.76E-04,47.01 
1555,35,0.01214 ,3.19E-04,2236.79 
1624,35,0.01418 ,2.57E-04,38.77 
1649,35,0.01876 ,1.98E-04,22.04 
1686,35,0.01535 ,2.39E-04,58.10 
1878,35,0.01684 ,2.26E-04,26.74 
2337,35,0.01820 ,1.93E-04,209.79 
570,35,0.01023 ,2.63E-04,289.73 
604,35,0.01388 ,2.52E-04,1161.54 
766,35,0.00684 ,3.58E-04,33.92 
3001,35,0.00993 ,2.87E-04,183.15 
3304,35,0.01656 ,1.98E-04,367.23 
2519,35,0.04919 ,1.35E-04,16.08 
2751,35,0.01364 ,2.40E-04,82.83 
3023,35,0.01610 ,1.96E-04,19.26 
3129,35,0.01657 ,1.93E-04,36.63 
3135,35,0.01623 ,1.91E-04,16.67 
3212,35,0.01452 ,2.30E-04,39.50 
3346,35,0.01071 ,2.68E-04,88.71 
3400,35,0.01549 ,2.05E-04,37.05 
1968,35,0.01932 ,1.88E-04,13.46 
2274,35,0.03972 ,1.41E-04,4.43 
2397,35,0.01522 ,2.98E-04,75.52 
2525,35,0.03076 ,1.74E-04,19.67 
2637,35,0.02961 ,1.77E-04,26.70 
3529,35,0.00643 ,4.07E-04,75.71 
3568,35,0.00656 ,4.09E-04,94.53 
3794,35,0.00693 ,3.85E-04,49.91 
3810,35,0.00680 ,3.90E-04,53.36 
3951,35,0.00693 ,3.81E-04,28.93 
82,34,0.00676 ,3.87E-04,59.98 
342,34,0.00776 ,3.68E-04,29.11 
420,34,0.01801 ,2.37E-04,5696.10 
901,34,0.01222 ,2.70E-04,6.12 
903,34,0.01263 ,2.69E-04,9.22 
971,34,0.01767 ,1.96E-04,15.76 
1183,34,0.01655 ,2.33E-04,60.44 
1313,34,0.01928 ,2.20E-04,360.90 
1408,34,0.01670 ,2.24E-04,898.94 
1425,34,0.01581 ,2.44E-04,1117.84 
1438,34,0.02011 ,1.77E-04,3.71 
1452,34,0.01223 ,2.71E-04,13.22 
1512,34,0.01805 ,2.25E-04,436.11 
1635,34,0.01959 ,1.82E-04,13.28 
1638,34,0.02054 ,1.84E-04,20.44 
1656,34,0.01617 ,2.86E-04,12268.17 
1694,34,0.01624 ,2.47E-04,270.68 
1798,34,0.01220 ,2.72E-04,7.80 
368,34,0.01144 ,2.44E-04,83.23 
409,34,0.01156 ,2.37E-04,43.43 
482,34,0.01366 ,2.36E-04,257.30 
669,34,0.01369 ,2.38E-04,164.37 
780,34,0.00658 ,3.44E-04,26.00 
829,34,0.00628 ,3.75E-04,70.92 
3540,34,0.00813 ,3.32E-04,3973.20 
3100,34,0.01309 ,2.42E-04,760.32 
2668,34,0.01041 ,2.80E-04,122.29 
2708,34,0.01478 ,2.14E-04,15.46 
2772,34,0.01057 ,2.62E-04,128.32 
2953,34,0.01714 ,1.81E-04,9.21 
3187,34,0.01017 ,2.84E-04,64.91 
3250,34,0.01946 ,1.73E-04,2.45 
1958,34,0.01702 ,1.90E-04,6.15 
1999,34,0.01857 ,1.86E-04,8.68 
2029,34,0.03118 ,1.72E-04,56.19 
2091,34,0.01471 ,2.84E-04,50.22 
2296,34,0.02640 ,1.89E-04,38.15 
2335,34,0.01560 ,2.85E-04,60.43 
2440,34,0.01728 ,2.72E-04,39.57 
2626,34,0.01638 ,1.96E-04,16.77 
3884,34,0.00888 ,3.14E-04,25.16 
3900,34,0.00669 ,3.74E-04,54.76 
3945,34,0.00611 ,4.02E-04,71.65 
963,33,0.01236 ,2.61E-04,43.95 
1136,33,0.01174 ,3.05E-04,4248.83 
1142,33,0.01620 ,2.17E-04,25.86 
1333,33,0.01206 ,2.62E-04,4.81 
1350,33,0.01959 ,1.78E-04,45.93 
1458,33,0.03780 ,1.48E-04,942.01 
1508,33,0.01994 ,1.80E-04,20.52 
1519,33,0.03424 ,1.55E-04,161.30 
1534,33,0.01805 ,2.82E-04,48484.27 
1541,33,0.01379 ,2.38E-04,22.07 
1543,33,0.01715 ,2.22E-04,100.12 
1567,33,0.01173 ,2.96E-04,590.52 
398,33,0.01072 ,2.31E-04,45.88 
434,33,0.01219 ,2.57E-04,880.53 
487,33,0.01246 ,2.30E-04,46.21 
683,33,0.01201 ,2.34E-04,862.44 
654,33,0.00519 ,3.43E-04,98.59 
2745,33,0.01558 ,2.07E-04,56.55 
2783,33,0.01271 ,2.34E-04,69.43 
2840,33,0.01303 ,2.26E-04,50.69 
2850,33,0.01812 ,1.72E-04,7.84 
2977,33,0.01535 ,1.79E-04,7.81 
3123,33,0.01425 ,1.92E-04,18.60 
3234,33,0.01420 ,1.92E-04,26.70 
2000,33,0.01716 ,1.84E-04,7.89 
2067,33,0.06908 ,1.18E-04,17.30 
2448,33,0.01557 ,2.86E-04,45.30 
3518,33,0.00841 ,3.07E-04,11.55 
3542,33,0.00790 ,3.18E-04,43.25 
3553,33,0.00596 ,4.04E-04,62.07 
3599,33,0.00606 ,3.88E-04,25.53 
3617,33,0.00636 ,4.06E-04,97.52 
3687,33,0.00878 ,3.04E-04,10.60 
3722,33,0.00640 ,3.91E-04,54.39 
3841,33,0.00872 ,3.21E-04,25.90 
104,32,0.00753 ,3.49E-04,24.58 
908,32,0.01259 ,2.84E-04,3141.72 
969,32,0.01761 ,1.82E-04,6.93 
1011,32,0.01366 ,2.34E-04,58.24 
1012,32,0.01960 ,1.97E-04,114.33 
1131,32,0.01307 ,2.40E-04,39.75 
1188,32,0.01414 ,2.29E-04,14.88 
1283,32,0.02056 ,2.47E-04,203.43 
1316,32,0.01845 ,1.77E-04,6.79 
1378,32,0.01187 ,2.56E-04,4.36 
1444,32,0.01869 ,2.12E-04,72.52 
1593,32,0.01171 ,2.94E-04,4510.74 
1601,32,0.01189 ,2.56E-04,4.67 
1671,32,0.01426 ,2.32E-04,129.72 
1727,32,0.01846 ,2.12E-04,89.67 
1728,32,0.01835 ,1.72E-04,11.61 
1763,32,0.01589 ,2.10E-04,17.04 
1806,32,0.01176 ,2.89E-04,2508.57 
1880,32,0.01185 ,2.57E-04,5.55 
1884,32,0.01937 ,1.70E-04,2.74 
367,32,0.00987 ,2.53E-04,185.35 
473,32,0.01074 ,2.34E-04,425.07 
547,32,0.00770 ,2.65E-04,53.20 
548,32,0.00947 ,2.48E-04,47.38 
614,32,0.01277 ,2.24E-04,81.98 
573,32,0.00465 ,3.45E-04,24.81 
810,32,0.00657 ,3.33E-04,8863.73 
3651,32,0.00848 ,3.13E-04,3538.10 
3062,32,0.00975 ,2.52E-04,178.97 
2715,32,0.01089 ,2.43E-04,83.81 
2907,32,0.01538 ,1.77E-04,10.65 
3010,32,0.01165 ,2.34E-04,69.10 
3255,32,0.00989 ,2.51E-04,73.09 
3313,32,0.01197 ,2.28E-04,65.88 
2228,32,0.01569 ,2.67E-04,51.30 
2393,32,0.07352 ,1.16E-04,19.91 
2411,32,0.01503 ,2.77E-04,58.48 
3475,32,0.00797 ,3.09E-04,37.21 
3782,32,0.00612 ,3.77E-04,66.84 
3826,32,0.00647 ,3.56E-04,34.81 
3833,32,0.00650 ,3.52E-04,25.46 
3858,32,0.00829 ,2.98E-04,15.70 
3869,32,0.00655 ,3.60E-04,70.81 
3947,32,0.00642 ,3.57E-04,40.42 
13,31,0.00727 ,3.33E-04,14.36 
53,31,0.00504 ,4.15E-04,88.43 
992,31,0.01209 ,2.47E-04,6.71 
1265,31,0.04077 ,1.29E-04,29.95 
1299,31,0.01395 ,2.23E-04,17.42 
