Id,degree,Betweenness Centrality,Eigenvector Centrality,PageRank
32803,3,0.00 ,0.00 ,1.81E-05
32822,3,0.00 ,0.00 ,2.09E-05
32823,3,0.00 ,0.00 ,2.09E-05
32829,3,0.00 ,0.00 ,1.45E-05
32777,3,0.00 ,0.00 ,1.42E-05
32779,3,0.00 ,0.00 ,1.40E-05
33574,3,0.00 ,0.00 ,1.55E-05
32783,3,0.00 ,0.00 ,1.40E-05
32830,3,0.00 ,0.00 ,1.42E-05
32831,3,0.00 ,0.00 ,1.39E-05
32833,3,0.00 ,0.00 ,1.42E-05
32834,3,0.00 ,0.00 ,1.42E-05
32836,3,0.00 ,0.00 ,1.42E-05
31300,3,0.00 ,0.00 ,2.14E-05
31302,3,0.00 ,0.00 ,2.14E-05
32698,3,0.00 ,0.00 ,1.81E-05
32848,3,0.00 ,0.00 ,1.92E-05
32849,3,0.00 ,0.00 ,1.92E-05
32850,3,0.00 ,0.00 ,1.92E-05
32689,3,0.00 ,0.00 ,2.28E-05
32690,3,0.00 ,0.00 ,2.28E-05
32691,3,0.00 ,0.00 ,2.28E-05
33170,3,0.00 ,0.00 ,1.65E-05
33171,3,0.00 ,0.00 ,1.65E-05
33174,3,0.00 ,0.00 ,1.60E-05
33179,3,0.00 ,0.00 ,1.60E-05
33564,3,0.00 ,0.00 ,1.65E-05
33565,3,0.00 ,0.00 ,1.65E-05
32682,3,0.00 ,0.00 ,2.35E-05
32787,3,0.00 ,0.00 ,1.56E-05
32790,3,0.00 ,0.00 ,1.23E-05
32851,3,0.00 ,0.00 ,2.06E-05
32852,3,0.00 ,0.00 ,2.06E-05
32853,3,0.00 ,0.00 ,2.06E-05
33291,3,67387.00 ,0.00 ,3.87E-05
32438,3,0.00 ,0.00 ,2.29E-05
32439,3,0.00 ,0.00 ,2.29E-05
32440,3,0.00 ,0.00 ,2.29E-05
33435,3,0.00 ,0.00 ,1.56E-05
33436,3,0.00 ,0.00 ,1.56E-05
31357,3,0.00 ,0.00 ,1.90E-05
31358,3,0.00 ,0.00 ,1.90E-05
31359,3,0.00 ,0.00 ,1.36E-05
31360,3,0.00 ,0.00 ,1.42E-05
31361,3,0.00 ,0.00 ,2.00E-05
31362,3,0.00 ,0.00 ,2.00E-05
31363,3,0.00 ,0.00 ,2.10E-05
31364,3,0.00 ,0.00 ,2.10E-05
31365,3,0.00 ,0.00 ,2.10E-05
31366,3,0.00 ,0.00 ,1.55E-05
31369,3,0.00 ,0.00 ,1.57E-05
31370,3,0.00 ,0.00 ,1.61E-05
31375,3,0.00 ,0.00 ,1.92E-05
31377,3,0.00 ,0.00 ,1.92E-05
31379,3,0.00 ,0.00 ,1.89E-05
31380,3,0.00 ,0.00 ,1.92E-05
31381,3,0.00 ,0.00 ,1.92E-05
31384,3,0.00 ,0.00 ,1.61E-05
31385,3,0.00 ,0.00 ,1.73E-05
31386,3,0.00 ,0.00 ,1.73E-05
31389,3,0.00 ,0.00 ,1.63E-05
31395,3,0.00 ,0.00 ,1.81E-05
31396,3,0.00 ,0.00 ,1.81E-05
31397,3,0.00 ,0.00 ,1.70E-05
31398,3,0.00 ,0.00 ,1.70E-05
31418,3,0.00 ,0.00 ,1.73E-05
31424,3,0.00 ,0.00 ,2.16E-05
31425,3,0.00 ,0.00 ,2.16E-05
33270,3,1367.27 ,0.00 ,2.07E-05
33547,3,0.00 ,0.00 ,1.71E-05
33548,3,0.00 ,0.00 ,1.71E-05
29958,3,0.00 ,0.00 ,1.92E-05
29959,3,0.00 ,0.00 ,1.92E-05
30802,3,0.00 ,0.00 ,1.84E-05
33286,3,0.00 ,0.00 ,2.60E-05
33287,3,0.00 ,0.00 ,2.60E-05
33288,3,0.00 ,0.00 ,2.60E-05
33049,3,0.00 ,0.00 ,2.11E-05
33408,3,0.00 ,0.00 ,2.12E-05
33409,3,0.00 ,0.00 ,2.12E-05
30392,3,0.00 ,0.00 ,2.22E-05
31603,3,0.00 ,0.00 ,2.38E-05
31604,3,0.00 ,0.00 ,2.38E-05
31605,3,0.00 ,0.00 ,2.38E-05
31606,3,0.00 ,0.00 ,2.52E-05
31607,3,0.00 ,0.00 ,2.52E-05
31608,3,0.00 ,0.00 ,2.52E-05
29999,3,0.00 ,0.00 ,2.36E-05
30000,3,0.00 ,0.00 ,2.36E-05
33212,3,0.00 ,0.00 ,2.57E-05
33213,3,0.00 ,0.00 ,2.57E-05
33215,3,0.00 ,0.00 ,2.67E-05
33216,3,0.00 ,0.00 ,2.67E-05
33217,3,0.00 ,0.00 ,2.67E-05
33658,3,0.00 ,0.00 ,2.73E-05
33659,3,0.00 ,0.00 ,2.73E-05
33660,3,0.00 ,0.00 ,2.73E-05
29537,3,0.00 ,0.00 ,1.56E-05
29538,3,0.00 ,0.00 ,1.56E-05
29539,3,16846.50 ,0.00 ,2.64E-05
29540,3,16846.50 ,0.00 ,2.64E-05
33643,3,0.00 ,0.00 ,2.08E-05
33644,3,0.00 ,0.00 ,2.08E-05
33151,3,0.00 ,0.00 ,2.58E-05
33152,3,0.00 ,0.00 ,2.58E-05
33153,3,0.00 ,0.00 ,2.58E-05
33037,3,0.00 ,0.00 ,2.12E-05
33038,3,0.00 ,0.00 ,2.12E-05
33418,3,0.00 ,0.00 ,1.90E-05
33419,3,0.00 ,0.00 ,1.90E-05
33183,3,0.00 ,0.00 ,2.02E-05
33649,3,0.00 ,0.00 ,2.34E-05
33650,3,0.00 ,0.00 ,2.34E-05
33651,3,0.00 ,0.00 ,2.34E-05
33415,3,0.00 ,0.00 ,2.21E-05
33388,3,33694.00 ,0.00 ,2.92E-05
33451,3,0.00 ,0.00 ,1.88E-05
33452,3,0.00 ,0.00 ,1.88E-05
33453,3,0.00 ,0.00 ,1.81E-05
32983,3,0.00 ,0.00 ,2.06E-05
32984,3,0.00 ,0.00 ,2.06E-05
32985,3,0.00 ,0.00 ,2.06E-05
33480,3,0.00 ,0.00 ,1.73E-05
33481,3,0.00 ,0.00 ,1.73E-05
33482,3,0.00 ,0.00 ,1.73E-05
33538,3,0.00 ,0.00 ,1.44E-05
33490,3,0.00 ,0.00 ,1.96E-05
33491,3,0.00 ,0.00 ,1.96E-05
33492,3,0.00 ,0.00 ,1.96E-05
31443,3,0.00 ,0.00 ,1.86E-05
31444,3,0.00 ,0.00 ,1.86E-05
31445,3,0.00 ,0.00 ,2.61E-05
31458,3,0.00 ,0.00 ,2.89E-05
31459,3,0.00 ,0.00 ,2.89E-05
31460,3,0.00 ,0.00 ,2.89E-05
32994,3,0.00 ,0.00 ,2.40E-05
32995,3,0.00 ,0.00 ,2.40E-05
32996,3,0.00 ,0.00 ,2.40E-05
33282,3,0.00 ,0.00 ,1.71E-05
32441,3,0.00 ,0.00 ,1.87E-05
32442,3,0.00 ,0.00 ,1.87E-05
32448,3,0.00 ,0.00 ,2.04E-05
32449,3,0.00 ,0.00 ,2.04E-05
32450,3,0.00 ,0.00 ,2.04E-05
33560,3,0.00 ,0.00 ,1.88E-05
33459,3,0.00 ,0.00 ,2.08E-05
33460,3,0.00 ,0.00 ,2.08E-05
31476,3,0.00 ,0.00 ,2.32E-05
31477,3,0.00 ,0.00 ,2.32E-05
31478,3,67387.00 ,0.00 ,3.45E-05
33469,3,0.00 ,0.00 ,1.78E-05
33582,3,0.50 ,0.00 ,3.43E-05
32939,3,0.00 ,0.00 ,2.07E-05
32940,3,0.00 ,0.00 ,2.07E-05
32942,3,0.00 ,0.00 ,2.24E-05
32943,3,0.00 ,0.00 ,2.24E-05
32944,3,0.00 ,0.00 ,2.24E-05
33111,3,0.50 ,0.00 ,2.99E-05
33661,3,0.00 ,0.00 ,2.30E-05
33392,3,0.00 ,0.00 ,1.88E-05
33393,3,0.00 ,0.00 ,1.88E-05
33241,3,0.00 ,0.00 ,1.92E-05
33242,3,0.00 ,0.00 ,1.92E-05
33642,3,0.00 ,0.00 ,1.92E-05
33524,3,0.00 ,0.00 ,2.43E-05
33527,3,0.00 ,0.00 ,2.43E-05
33289,3,0.00 ,0.00 ,1.77E-05
33162,3,0.00 ,0.00 ,2.10E-05
33164,3,0.00 ,0.00 ,2.10E-05
33274,3,0.00 ,0.00 ,1.76E-05
33275,3,0.00 ,0.00 ,1.76E-05
33276,3,0.00 ,0.00 ,1.62E-05
33278,3,0.00 ,0.00 ,2.10E-05
33279,3,0.00 ,0.00 ,2.10E-05
33280,3,0.00 ,0.00 ,2.10E-05
33443,3,0.00 ,0.00 ,2.37E-05
33444,3,0.00 ,0.00 ,2.37E-05
33445,3,0.00 ,0.00 ,2.37E-05
33237,3,0.00 ,0.00 ,2.24E-05
33238,3,0.00 ,0.00 ,2.24E-05
33239,3,0.00 ,0.00 ,2.24E-05
33011,3,0.00 ,0.00 ,2.42E-05
33012,3,0.00 ,0.00 ,2.42E-05
33013,3,0.00 ,0.00 ,2.42E-05
33032,3,0.00 ,0.00 ,1.82E-05
33027,3,0.00 ,0.00 ,1.75E-05
33033,3,0.00 ,0.00 ,2.06E-05
33034,3,0.00 ,0.00 ,2.06E-05
33035,3,0.00 ,0.00 ,2.06E-05
33464,3,0.00 ,0.00 ,2.49E-05
33465,3,0.00 ,0.00 ,2.49E-05
33466,3,0.00 ,0.00 ,2.49E-05
33638,3,0.00 ,0.00 ,2.64E-05
33639,3,0.00 ,0.00 ,2.64E-05
33640,3,0.00 ,0.00 ,2.64E-05
33646,3,0.00 ,0.00 ,2.63E-05
33647,3,0.00 ,0.00 ,2.63E-05
33648,3,0.00 ,0.00 ,2.63E-05
33493,3,0.00 ,0.00 ,2.53E-05
33494,3,0.00 ,0.00 ,2.53E-05
33495,3,0.00 ,0.00 ,2.53E-05
25,2,539.03 ,0.00 ,1.10E-05
30,2,8289.78 ,0.00 ,1.55E-05
32,2,8289.78 ,0.00 ,1.55E-05
58,2,8289.78 ,0.00 ,1.55E-05
70,2,623.58 ,0.00 ,1.24E-05
136,2,0.00 ,0.00 ,9.67E-06
171,2,0.00 ,0.00 ,9.13E-06
172,2,0.00 ,0.00 ,9.13E-06
266,2,0.00 ,0.00 ,1.10E-05
268,2,0.00 ,0.00 ,1.02E-05
272,2,0.00 ,0.00 ,8.85E-06
277,2,0.00 ,0.00 ,1.04E-05
283,2,0.00 ,0.00 ,1.01E-05
284,2,0.00 ,0.00 ,9.43E-06
286,2,0.00 ,0.00 ,1.04E-05
288,2,0.00 ,0.00 ,9.48E-06
289,2,0.00 ,0.00 ,1.05E-05
290,2,0.00 ,0.00 ,8.76E-06
360,2,0.00 ,0.00 ,7.95E-06
385,2,719.27 ,0.00 ,1.22E-05
389,2,2482.40 ,0.00 ,1.28E-05
390,2,0.00 ,0.00 ,1.16E-05
394,2,719.27 ,0.00 ,1.22E-05
413,2,0.00 ,0.00 ,9.82E-06
420,2,0.00 ,0.00 ,1.01E-05
425,2,0.00 ,0.00 ,1.17E-05
427,2,0.00 ,0.00 ,1.16E-05
545,2,211.31 ,0.00 ,9.11E-06
557,2,110.63 ,0.00 ,9.02E-06
558,2,211.31 ,0.00 ,9.11E-06
559,2,0.00 ,0.00 ,9.73E-06
561,2,0.00 ,0.00 ,1.14E-05
570,2,0.00 ,0.00 ,1.14E-05
576,2,33694.00 ,0.00 ,1.62E-05
585,2,0.00 ,0.00 ,9.65E-06
586,2,0.00 ,0.00 ,8.75E-06
598,2,0.00 ,0.00 ,1.14E-05
606,2,474.15 ,0.00 ,8.66E-06
608,2,0.00 ,0.00 ,9.52E-06
611,2,910.62 ,0.00 ,9.11E-06
614,2,0.00 ,0.00 ,1.14E-05
14878,2,15.94 ,0.01 ,7.92E-06
14896,2,0.00 ,0.00 ,1.08E-05
14897,2,0.00 ,0.00 ,1.08E-05
14903,2,0.00 ,0.00 ,8.90E-06
14907,2,0.00 ,0.00 ,7.78E-06
14917,2,0.00 ,0.01 ,7.79E-06
2195,2,0.00 ,0.01 ,7.93E-06
14921,2,0.00 ,0.00 ,7.78E-06
14924,2,0.00 ,0.01 ,7.71E-06
14925,2,0.00 ,0.00 ,9.64E-06
14931,2,0.00 ,0.00 ,1.08E-05
14932,2,0.00 ,0.00 ,1.08E-05
14933,2,0.00 ,0.00 ,1.08E-05
14934,2,0.00 ,0.00 ,1.08E-05
14935,2,33694.00 ,0.00 ,1.57E-05
5831,2,0.00 ,0.01 ,9.15E-06
5316,2,0.00 ,0.01 ,8.14E-06
857,2,32.74 ,0.01 ,8.40E-06
865,2,32.74 ,0.01 ,8.40E-06
873,2,32.74 ,0.01 ,8.40E-06
886,2,32.74 ,0.01 ,8.40E-06
889,2,32.74 ,0.01 ,8.40E-06
962,2,0.00 ,0.00 ,9.51E-06
979,2,0.00 ,0.00 ,1.11E-05
980,2,0.00 ,0.00 ,1.11E-05
984,2,172.43 ,0.00 ,9.20E-06
1110,2,0.00 ,0.01 ,7.87E-06
1174,2,0.00 ,0.01 ,7.74E-06
1179,2,264.17 ,0.00 ,9.24E-06
14955,2,0.00 ,0.01 ,7.89E-06
12808,2,0.00 ,0.01 ,8.27E-06
14969,2,0.00 ,0.01 ,7.72E-06
14977,2,33694.00 ,0.01 ,1.56E-05
12810,2,0.00 ,0.01 ,8.27E-06
14978,2,0.00 ,0.01 ,7.68E-06
12811,2,0.00 ,0.01 ,8.27E-06
14984,2,134764.00 ,0.01 ,1.30E-05
15000,2,0.00 ,0.01 ,7.68E-06
15001,2,16640.73 ,0.01 ,1.13E-05
15005,2,0.00 ,0.01 ,8.49E-06
15007,2,0.00 ,0.01 ,7.79E-06
15032,2,0.00 ,0.01 ,7.68E-06
15036,2,0.00 ,0.01 ,7.70E-06
15038,2,0.00 ,0.01 ,7.66E-06
12814,2,0.00 ,0.01 ,8.27E-06
15050,2,0.00 ,0.01 ,7.90E-06
15052,2,0.00 ,0.01 ,8.17E-06
15063,2,0.00 ,0.01 ,1.01E-05
15069,2,0.00 ,0.01 ,7.69E-06
14129,2,0.00 ,0.00 ,1.13E-05
14132,2,0.00 ,0.00 ,1.13E-05
14148,2,0.00 ,0.00 ,8.17E-06
14150,2,0.00 ,0.00 ,8.19E-06
14171,2,0.00 ,0.01 ,8.47E-06
14174,2,28146.37 ,0.00 ,1.11E-05
8063,2,390.33 ,0.01 ,8.43E-06
14189,2,0.00 ,0.00 ,8.60E-06
14193,2,336850.00 ,0.00 ,1.64E-05
15088,2,0.00 ,0.00 ,8.29E-06
22056,2,90.25 ,0.00 ,9.85E-06
22057,2,90.25 ,0.00 ,9.85E-06
22196,2,3404.11 ,0.00 ,1.20E-05
22058,2,90.25 ,0.00 ,9.85E-06
11816,2,16.03 ,0.00 ,8.98E-06
22059,2,90.25 ,0.00 ,9.85E-06
22060,2,90.25 ,0.00 ,9.85E-06
22061,2,90.25 ,0.00 ,9.85E-06
11820,2,16.03 ,0.00 ,8.98E-06
1694,2,0.00 ,0.01 ,9.46E-06
19115,2,0.00 ,0.00 ,9.71E-06
19116,2,0.00 ,0.00 ,1.30E-05
19120,2,7023.42 ,0.00 ,1.28E-05
19134,2,0.00 ,0.00 ,1.39E-05
19149,2,0.00 ,0.00 ,1.30E-05
19155,2,0.00 ,0.00 ,1.01E-05
19158,2,0.00 ,0.00 ,9.05E-06
19175,2,0.00 ,0.00 ,1.15E-05
19179,2,0.00 ,0.00 ,1.15E-05
19189,2,0.00 ,0.00 ,1.01E-05
19192,2,13924.69 ,0.00 ,1.29E-05
11857,2,0.00 ,0.00 ,1.31E-05
11860,2,0.00 ,0.00 ,1.31E-05
11863,2,0.00 ,0.00 ,1.31E-05
11864,2,2081.81 ,0.00 ,1.30E-05
11871,2,0.00 ,0.00 ,1.31E-05
11873,2,0.00 ,0.00 ,1.31E-05
11877,2,2081.81 ,0.00 ,1.30E-05
11888,2,0.00 ,0.00 ,1.31E-05
3572,2,0.00 ,0.00 ,1.04E-05
11897,2,0.00 ,0.00 ,9.35E-06
11904,2,2081.81 ,0.00 ,1.30E-05
11915,2,2081.81 ,0.00 ,1.30E-05
11916,2,2081.81 ,0.00 ,1.30E-05
15094,2,0.00 ,0.00 ,8.93E-06
1206,2,0.00 ,0.00 ,8.81E-06
1208,2,0.00 ,0.00 ,1.12E-05
1214,2,0.00 ,0.00 ,1.12E-05
1217,2,0.00 ,0.00 ,8.12E-06
14503,2,0.00 ,0.00 ,9.58E-06
19200,2,0.00 ,0.01 ,8.76E-06
19201,2,5580.37 ,0.00 ,1.14E-05
19202,2,5580.37 ,0.00 ,1.14E-05
19204,2,0.00 ,0.00 ,1.02E-05
19214,2,0.00 ,0.00 ,1.01E-05
6903,2,3475.67 ,0.00 ,8.97E-06
19219,2,0.00 ,0.00 ,1.12E-05
19220,2,0.00 ,0.00 ,1.12E-05
19222,2,0.00 ,0.00 ,8.23E-06
19229,2,0.00 ,0.00 ,1.12E-05
19230,2,0.00 ,0.00 ,1.12E-05
19240,2,0.00 ,0.01 ,9.28E-06
2353,2,413.73 ,0.01 ,8.66E-06
19250,2,0.00 ,0.00 ,8.68E-06
19264,2,0.00 ,0.00 ,1.12E-05
19273,2,0.00 ,0.00 ,8.56E-06
19277,2,0.00 ,0.00 ,1.21E-05
19278,2,0.00 ,0.00 ,1.21E-05
17659,2,585.70 ,0.00 ,9.07E-06
17288,2,1423.08 ,0.00 ,9.12E-06
9933,2,1058.07 ,0.00 ,9.17E-06
19285,2,0.00 ,0.00 ,1.21E-05
19286,2,0.00 ,0.00 ,1.21E-05
19288,2,33694.00 ,0.00 ,1.68E-05
19295,2,0.00 ,0.00 ,1.04E-05
19307,2,0.00 ,0.00 ,1.08E-05
19310,2,0.00 ,0.00 ,9.27E-06
19316,2,0.00 ,0.00 ,1.20E-05
19336,2,0.00 ,0.00 ,9.17E-06
19341,2,0.00 ,0.00 ,1.20E-05
18812,2,0.00 ,0.00 ,1.01E-05
18813,2,0.00 ,0.00 ,8.87E-06
18706,2,0.00 ,0.00 ,1.16E-05
18827,2,0.00 ,0.00 ,1.08E-05
18848,2,0.00 ,0.00 ,1.04E-05
10806,2,6065.88 ,0.00 ,1.08E-05
15479,2,67.59 ,0.00 ,8.89E-06
18867,2,0.00 ,0.00 ,8.84E-06
22590,2,727.36 ,0.00 ,1.04E-05
1375,2,0.00 ,0.01 ,8.30E-06
1413,2,301.07 ,0.01 ,9.13E-06
1441,2,0.00 ,0.00 ,1.02E-05
1448,2,0.00 ,0.01 ,7.78E-06
1456,2,0.00 ,0.00 ,9.57E-06
1461,2,0.00 ,0.01 ,8.50E-06
1465,2,0.00 ,0.00 ,1.10E-05
1466,2,0.00 ,0.00 ,1.10E-05
1468,2,27118.34 ,0.00 ,1.27E-05
1476,2,120.05 ,0.01 ,8.25E-06
1491,2,0.00 ,0.01 ,8.53E-06
15120,2,0.00 ,0.00 ,8.77E-06
3624,2,0.00 ,0.00 ,9.92E-06
15134,2,0.00 ,0.01 ,8.80E-06
15174,2,0.00 ,0.01 ,9.29E-06
15182,2,0.00 ,0.00 ,8.79E-06
15184,2,0.00 ,0.00 ,8.79E-06
15186,2,0.00 ,0.01 ,9.23E-06
15188,2,0.00 ,0.00 ,8.94E-06
15192,2,0.00 ,0.00 ,8.78E-06
15193,2,0.00 ,0.01 ,9.06E-06
15195,2,0.00 ,0.01 ,9.06E-06
15204,2,0.00 ,0.00 ,9.60E-06
15205,2,0.00 ,0.00 ,8.84E-06
15209,2,0.00 ,0.00 ,9.60E-06
15222,2,0.00 ,0.00 ,1.04E-05
15224,2,0.00 ,0.00 ,9.60E-06
15228,2,0.00 ,0.00 ,9.60E-06
15231,2,0.00 ,0.00 ,9.60E-06
15234,2,1235.38 ,0.00 ,9.64E-06
15238,2,0.00 ,0.00 ,8.64E-06
15247,2,0.00 ,0.01 ,9.06E-06
15251,2,0.00 ,0.00 ,8.67E-06
10926,2,0.00 ,0.00 ,1.07E-05
15255,2,0.00 ,0.01 ,9.06E-06
15258,2,693.95 ,0.00 ,1.12E-05
15259,2,0.00 ,0.01 ,9.06E-06
15263,2,0.00 ,0.00 ,9.91E-06
15264,2,0.00 ,0.00 ,8.80E-06
15265,2,0.00 ,0.00 ,9.63E-06
15268,2,0.00 ,0.00 ,9.60E-06
15272,2,0.00 ,0.01 ,9.06E-06
10928,2,0.00 ,0.00 ,1.07E-05
15280,2,0.00 ,0.00 ,1.12E-05
9088,2,6116.78 ,0.01 ,1.02E-05
15282,2,0.00 ,0.00 ,9.60E-06
15283,2,0.00 ,0.00 ,9.60E-06
15288,2,0.00 ,0.00 ,9.60E-06
15294,2,0.00 ,0.00 ,1.33E-05
15299,2,0.00 ,0.00 ,1.23E-05
15300,2,0.00 ,0.00 ,1.23E-05
15302,2,0.00 ,0.01 ,9.06E-06
15303,2,0.00 ,0.00 ,9.16E-06
15307,2,0.00 ,0.00 ,9.60E-06
15308,2,0.00 ,0.00 ,9.60E-06
15310,2,0.00 ,0.00 ,9.60E-06
13917,2,21790.70 ,0.00 ,1.08E-05
15320,2,0.00 ,0.00 ,1.01E-05
15322,2,0.00 ,0.00 ,9.22E-06
10931,2,0.00 ,0.00 ,1.07E-05
15325,2,0.00 ,0.00 ,1.04E-05
15326,2,0.00 ,0.00 ,1.05E-05
15329,2,85.16 ,0.00 ,1.02E-05
15334,2,0.00 ,0.00 ,8.93E-06
15337,2,0.00 ,0.00 ,1.23E-05
15338,2,0.00 ,0.00 ,1.23E-05
15346,2,0.00 ,0.00 ,9.60E-06
15361,2,0.00 ,0.01 ,9.06E-06
15362,2,0.00 ,0.00 ,1.02E-05
15369,2,0.00 ,0.00 ,9.60E-06
15373,2,0.00 ,0.00 ,9.60E-06
15379,2,0.00 ,0.00 ,1.01E-05
15381,2,0.00 ,0.00 ,9.60E-06
15385,2,0.00 ,0.00 ,9.91E-06
10157,2,0.00 ,0.01 ,9.16E-06
15389,2,0.00 ,0.00 ,8.84E-06
22214,2,0.00 ,0.00 ,1.14E-05
13511,2,897.17 ,0.00 ,1.18E-05
22233,2,0.00 ,0.00 ,1.08E-05
22237,2,0.00 ,0.00 ,1.17E-05
14459,2,0.00 ,0.00 ,9.39E-06
14461,2,0.00 ,0.00 ,1.32E-05
14462,2,0.00 ,0.00 ,1.32E-05
14471,2,0.00 ,0.00 ,1.32E-05
14472,2,0.00 ,0.00 ,1.32E-05
14473,2,872.48 ,0.00 ,9.70E-06
14479,2,0.00 ,0.00 ,1.32E-05
14480,2,0.00 ,0.00 ,1.32E-05
14491,2,0.00 ,0.00 ,1.22E-05
14493,2,0.00 ,0.00 ,1.32E-05
14494,2,0.00 ,0.00 ,1.32E-05
14511,2,12545.68 ,0.00 ,1.44E-05
1025,2,268.13 ,0.00 ,1.04E-05
1599,2,0.00 ,0.01 ,8.86E-06
1612,2,0.00 ,0.00 ,9.36E-06
1614,2,0.00 ,0.00 ,9.24E-06
1616,2,0.00 ,0.00 ,9.64E-06
1624,2,0.00 ,0.01 ,8.48E-06
1625,2,0.00 ,0.00 ,9.24E-06
1638,2,47.30 ,0.01 ,8.11E-06
1647,2,0.00 ,0.00 ,9.40E-06
1651,2,0.00 ,0.00 ,7.98E-06
1666,2,0.00 ,0.00 ,1.12E-05
1667,2,0.00 ,0.00 ,1.12E-05
1678,2,3890.38 ,0.00 ,1.11E-05
1681,2,0.00 ,0.01 ,9.53E-06
1686,2,0.00 ,0.00 ,8.12E-06
1720,2,0.00 ,0.00 ,8.14E-06
15402,2,0.00 ,0.00 ,8.25E-06
15404,2,33694.00 ,0.00 ,1.62E-05
15411,2,0.00 ,0.00 ,8.30E-06
15414,2,0.00 ,0.00 ,9.21E-06
15419,2,0.00 ,0.00 ,8.24E-06
15427,2,0.00 ,0.00 ,8.03E-06
15439,2,0.00 ,0.00 ,1.01E-05
15440,2,0.00 ,0.00 ,9.19E-06
15444,2,0.00 ,0.00 ,1.14E-05
15445,2,0.00 ,0.00 ,1.14E-05
15448,2,1971.18 ,0.00 ,1.13E-05
18979,2,0.00 ,0.00 ,9.16E-06
15487,2,33694.00 ,0.00 ,1.55E-05
15497,2,0.00 ,0.00 ,7.56E-06
15504,2,0.00 ,0.00 ,8.09E-06
15506,2,0.00 ,0.00 ,1.07E-05
15507,2,0.00 ,0.00 ,1.07E-05
15510,2,0.00 ,0.00 ,1.07E-05
15511,2,0.00 ,0.00 ,1.07E-05
15519,2,0.00 ,0.00 ,1.07E-05
15520,2,0.00 ,0.00 ,1.07E-05
14520,2,6.84 ,0.00 ,8.04E-06
18871,2,0.00 ,0.00 ,1.27E-05
18479,2,0.00 ,0.00 ,9.62E-06
18913,2,0.00 ,0.00 ,1.02E-05
18920,2,0.00 ,0.00 ,9.42E-06
18921,2,0.00 ,0.00 ,1.27E-05
18922,2,0.00 ,0.00 ,1.27E-05
18934,2,0.00 ,0.00 ,1.13E-05
18938,2,0.00 ,0.00 ,9.38E-06
18940,2,0.00 ,0.00 ,9.38E-06
18941,2,0.00 ,0.00 ,1.27E-05
18944,2,0.00 ,0.00 ,1.11E-05
12878,2,1819.59 ,0.00 ,1.02E-05
18952,2,0.00 ,0.00 ,1.13E-05
18975,2,0.00 ,0.00 ,1.06E-05
18491,2,0.00 ,0.00 ,9.62E-06
14212,2,0.00 ,0.00 ,8.03E-06
22240,2,1625.46 ,0.00 ,1.22E-05
22607,2,0.91 ,0.00 ,7.64E-06
22251,2,0.00 ,0.00 ,8.13E-06
22254,2,33694.00 ,0.00 ,1.60E-05
22261,2,0.00 ,0.00 ,1.02E-05
22262,2,0.00 ,0.00 ,9.75E-06
22264,2,0.00 ,0.00 ,8.00E-06
20415,2,0.00 ,0.00 ,9.03E-06
22287,2,0.00 ,0.00 ,8.99E-06
22297,2,0.00 ,0.00 ,1.12E-05
22303,2,0.00 ,0.00 ,8.00E-06
22313,2,0.00 ,0.00 ,1.12E-05
22318,2,0.00 ,0.00 ,1.12E-05
22319,2,0.00 ,0.00 ,1.12E-05
22323,2,0.00 ,0.00 ,7.89E-06
22332,2,0.00 ,0.00 ,8.42E-06
22337,2,0.00 ,0.00 ,1.12E-05
22338,2,0.00 ,0.00 ,1.12E-05
22347,2,0.00 ,0.00 ,8.16E-06
22350,2,0.00 ,0.00 ,8.24E-06
14227,2,0.00 ,0.00 ,1.07E-05
14236,2,0.00 ,0.00 ,1.32E-05
14237,2,0.00 ,0.00 ,1.23E-05
13521,2,4036.19 ,0.00 ,1.24E-05
14239,2,6907.98 ,0.00 ,9.49E-06
14248,2,6907.98 ,0.00 ,9.49E-06
14258,2,0.00 ,0.00 ,1.07E-05
9092,2,7398.86 ,0.00 ,1.07E-05
14274,2,0.00 ,0.00 ,1.32E-05
14275,2,0.00 ,0.00 ,1.28E-05
14279,2,0.00 ,0.00 ,1.23E-05
14295,2,4129.50 ,0.00 ,1.29E-05
14299,2,0.00 ,0.00 ,1.32E-05
14300,2,0.00 ,0.00 ,1.32E-05
14301,2,0.00 ,0.00 ,1.32E-05
14309,2,0.00 ,0.00 ,1.15E-05
14312,2,0.00 ,0.00 ,1.23E-05
14315,2,1323.72 ,0.00 ,1.15E-05
14316,2,0.00 ,0.00 ,1.23E-05
14329,2,0.00 ,0.00 ,1.32E-05
14330,2,0.00 ,0.00 ,1.32E-05
14341,2,0.00 ,0.00 ,1.07E-05
14344,2,0.00 ,0.00 ,1.32E-05
14347,2,4129.50 ,0.00 ,1.29E-05
14353,2,0.00 ,0.00 ,1.05E-05
14357,2,0.00 ,0.00 ,1.07E-05
14530,2,0.00 ,0.00 ,9.81E-06
3511,2,0.00 ,0.00 ,8.86E-06
6908,2,7725.57 ,0.00 ,9.55E-06
14540,2,0.00 ,0.00 ,8.61E-06
14544,2,2010.18 ,0.00 ,9.22E-06
13520,2,1928.78 ,0.00 ,1.18E-05
14556,2,0.00 ,0.00 ,1.22E-05
14557,2,0.00 ,0.00 ,1.22E-05
11500,2,1253.84 ,0.00 ,1.25E-05
